AGRICULTURE,MADHYA PRADESH,Asking for Navsari agri university number,I have given
AGRICULTURE,MADHYA PRADESH,Asking about low milk produce,Lactovet powder 30gmDayMilkvet 10 tab each in morning and evening
AGRICULTURE,MADHYA PRADESH,Asking split application in Okra,Prefer 240 kg ASha
AGRICULTURE,MADHYA PRADESH,ask about fungus in mango,use mencozeb 30 g pump
AGRICULTURE,MADHYA PRADESH,Asking information about using of bio-fertiliser,Advice to contact to Anand Agriculture University
AGRICULTURE,MADHYA PRADESH,For contact no of Biofertilizer department,Give contact no of biofertilizer department
AGRICULTURE,MADHYA PRADESH,Asking fertiliser dose in sugarcane,Advice to use Nitrogen 20 for 3months
AGRICULTURE,MADHYA PRADESH,asking of yellowish color leaf of moong,use urea
AGRICULTURE,MADHYA PRADESH,For contact no of Anand University,Give contact no of University
AGRICULTURE,MADHYA PRADESH,Asking variety in Cotton,Prefer Paras brahmaparas atalmallika
AGRICULTURE,MADHYA PRADESH,Call disconnected,Call disconnecetd
AGRICULTURE,MADHYA PRADESH,Call disconnected,Call disconnected
AGRICULTURE,MADHYA PRADESH,ask about fertlilizer in sesamum,use urea 50 kg ha
AGRICULTURE,MADHYA PRADESH,ask about fertlilizer in sesamum,use urea 50 kg ha
AGRICULTURE,MADHYA PRADESH,ask about fertlilizer in sesamum,use urea 50 kg ha
AGRICULTURE,MADHYA PRADESH,asking of heliothis in moong,use Quinalphos 20mlpump
AGRICULTURE,MADHYA PRADESH,asking of heliothis in moong,use Quinalphos 20mlpump
AGRICULTURE,MADHYA PRADESH,asking of heliothis in moong,use Quinalphos 20mlpump
AGRICULTURE,MADHYA PRADESH,Asking fertiliser dose in Turmeric,Advice to use 60-60-60 npk kghac
AGRICULTURE,MADHYA PRADESH,Asking fertiliser dose in Turmeric,Advice to use 60-60-60 npk kghac
AGRICULTURE,MADHYA PRADESH,Ask about sucking pest in papaya,use emida chlopride 8mlacephate 10gmpump
AGRICULTURE,MADHYA PRADESH,Ask about sucking pest in papaya,use emida chlopride 8mlacephate 10gmpump
AGRICULTURE,MADHYA PRADESH,Ask for the heliothis in rose,use of Endosalphan 20mlpump
AGRICULTURE,MADHYA PRADESH,Ask for the heliothis in rose,use of Endosalphan 20mlpump
AGRICULTURE,MADHYA PRADESH,ask about sucking pest in moong,use imidaclorprid e8 ml  acephate 15 g pump
AGRICULTURE,MADHYA PRADESH,ask about sucking pest in moong,use imidaclorprid e8 ml  acephate 15 g pump
AGRICULTURE,MADHYA PRADESH,ask about sucking pest in moong,use imidaclorprid e8 ml  acephate 15 g pump
AGRICULTURE,MADHYA PRADESH,asking of thrips in sesamum,use Imidacloprid 8mlAcephate 10gmpump
AGRICULTURE,MADHYA PRADESH,asking of thrips in sesamum,use Imidacloprid 8mlAcephate 10gmpump
AGRICULTURE,MADHYA PRADESH,asking of thrips in sesamum,use Imidacloprid 8mlAcephate 10gmpump
AGRICULTURE,MADHYA PRADESH,Asking control for heliothis in okra,Advice to use Indoxicarb 20mlpump
AGRICULTURE,MADHYA PRADESH,Asking control for heliothis in okra,Advice to use Indoxicarb 20mlpump
AGRICULTURE,MADHYA PRADESH,Asking control for heliothis in okra,Advice to use Indoxicarb 20mlpump
AGRICULTURE,MADHYA PRADESH,Asking for growth retard in okra,Advice to use Leocine 2mlpump
AGRICULTURE,MADHYA PRADESH,Asking for growth retard in okra,Advice to use Leocine 2mlpump
AGRICULTURE,MADHYA PRADESH,Asking for growth retard in okra,Advice to use Leocine 2mlpump
AGRICULTURE,MADHYA PRADESH,Ask for the use of fertilizer in the absence of FYM,use of vermi compost
AGRICULTURE,MADHYA PRADESH,Ask for the use of fertilizer in the absence of FYM,use of vermi compost
AGRICULTURE,MADHYA PRADESH,Ask for the use of fertilizer in the absence of FYM,use of vermi compost
AGRICULTURE,MADHYA PRADESH,Wilt in Moong,Advice to spray Mancozeb 25-30gmpump
AGRICULTURE,MADHYA PRADESH,Wilt in Moong,Advice to spray Mancozeb 25-30gmpump
AGRICULTURE,MADHYA PRADESH,Wilt in Moong,Advice to spray Mancozeb 25-30gmpump
AGRICULTURE,MADHYA PRADESH,He want seed of Bittregourd,I have given Bharuch nursery contact number
AGRICULTURE,MADHYA PRADESH,Asking for agriculture material,Please contact to the nearest agri university
AGRICULTURE,MADHYA PRADESH,Ask for th e purchage of agribook,Contect to AAUunuvercity
AGRICULTURE,MADHYA PRADESH,Asking control for Army worm in Okra,Advice to use Thiodcarb 2530gmpump
AGRICULTURE,MADHYA PRADESH,Asking about wheat research station phone number,Give Proper information
AGRICULTURE,MADHYA PRADESH,Ask about APMC market,give detailed information
AGRICULTURE,MADHYA PRADESH,Asking sucking pest in juwar,Prefer Imidacloprid 7 ml Acifet 10 gmpump
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking how many plants requred in one Hactre,Prefer 4800 plants
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking advance control of mealy bug in cotton,Prefer spray 25 gm Methyl parathion
AGRICULTURE,MADHYA PRADESH,Asking haliothis in seasamum,Prefer Indoxicarp 20 mlpump
AGRICULTURE,MADHYA PRADESH,Asking about variety of cotton,Gujarat cotton-7910
AGRICULTURE,MADHYA PRADESH,Asking about Heliothis in Okra,Use Endosulfan 15mlpump
AGRICULTURE,MADHYA PRADESH,Asking control for sucking pest in moong,Advice to use Imidacloprid 5-7ml  Acefate Powder 10gmpump
AGRICULTURE,MADHYA PRADESH,Asking for GEB connection,No information
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking for low fat content in milk of buffalo,Advice to give green and dry fodder mineral mixture and amul dan
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking inforamtion about getting planting material of mango,Gave the contact noof Horticulture Nursery NO
AGRICULTURE,MADHYA PRADESH,Asking whip smut in sugarcane,Remove it from field as quick as possible
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking address of G B Pant ari Uni,Give him Address
AGRICULTURE,MADHYA PRADESH,Asking time of sowing of cotton,PreferJunjuly
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking time of sowing of cotton,Prefer JunJuly
AGRICULTURE,MADHYA PRADESH,He has faulty seed problem,Advice to complain private seed dealer
AGRICULTURE,MADHYA PRADESH,Faulty sorghum seed,Please complain to seed agency
AGRICULTURE,MADHYA PRADESH,Asking about weed problem in farm,Advice to use Atrazin
AGRICULTURE,MADHYA PRADESH,which time of soil in tobbaco,well drained soil  sandy loam soil
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking sowing time of cotton,Prefer JuneJuly
AGRICULTURE,MADHYA PRADESH,asking of variety of paddy,use GR345
AGRICULTURE,MADHYA PRADESH,Ask for the when to purchage of seed of paddy,Give the contect number
AGRICULTURE,MADHYA PRADESH,Asking for where to get the tissue culture of banana,Advice to contact to Anand Agriculture University
AGRICULTURE,MADHYA PRADESH,Ask for the mite in okara,use of omite in 10mlpump
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking for using herbicide in sugarcane as post-emergence,Advice for hand weeding
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,telephon enqiery,telephon enquery
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking about can use cold drinks fro bigger size of flower,Not recommended
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Fertiliser dose of Cotton,Advice to give 50-50-50kg npk per hac at the time of sowing
AGRICULTURE,MADHYA PRADESH,Weed in yam,Prfer hand weeding
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,For fertilizer dose in Mango,Give 4kgtree ammonium sulphate125kgtree moret of potash
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking variety of paddy,Gurjari dandi gr-101-102-103
AGRICULTURE,MADHYA PRADESH,Asking about weather forcast,There is no possibility of rainfall
AGRICULTURE,MADHYA PRADESH,varities of paddy,use of gr-34610322jayadandigurjari
AGRICULTURE,MADHYA PRADESH,Ask for the contect number of seed corporation,Give the contect number
AGRICULTURE,MADHYA PRADESH,Asking variety in Cotton,Prefer Bijdhan-2Rashi-2MallikaSuper mallika
AGRICULTURE,MADHYA PRADESH,Ask about variety of cotton,krushidhan-12
AGRICULTURE,MADHYA PRADESH,Asking variety in Okra,Prefer parabhani krantiGOH-1panjab-3
AGRICULTURE,MADHYA PRADESH,Asking fertiliser dose in Okra,Prefer 240 Kg AS80 Kg MOP300Kg Super phosphate
AGRICULTURE,MADHYA PRADESH,Asking about oilmill,Give contact no of Anand Agriculture University
AGRICULTURE,MADHYA PRADESH,Asking about contact no of NAU,Give him contact number
AGRICULTURE,MADHYA PRADESH,ask about variety of cotton,use krushidhan -1-2-banni
AGRICULTURE,MADHYA PRADESH,Asking for milking machine,Blank
AGRICULTURE,MADHYA PRADESH,Asking about in subcidy in Tractor,Subcidy get on 35 HP Onwards
AGRICULTURE,MADHYA PRADESH,Asking time of sowing of cotton,Prefer Jun-July
AGRICULTURE,MADHYA PRADESH,Asking seed tretment in cababge,prefer thiram 3 gm in 1 kg of seed
AGRICULTURE,MADHYA PRADESH,Asking contact no of AAU,Give contact no of AAU
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,For control of rats in Cotton,Use Zinc phosphet
AGRICULTURE,MADHYA PRADESH,Ask for the control of rate in cotton,use of bromadiozol chokalt pice near the rate holes
AGRICULTURE,MADHYA PRADESH,Asking contact no of Guajarat state seed corporation,Give contact no
AGRICULTURE,MADHYA PRADESH,ask about seed availibilty of dotton seed,advice to contact to gujarat state seed corporatin
AGRICULTURE,MADHYA PRADESH,For contact no of Krushigoviya,Give contact no of Krushigovidya
AGRICULTURE,MADHYA PRADESH,Ask about variety of Urd,T-9
AGRICULTURE,MADHYA PRADESH,Asking variety of sesamum,Use guj sesamum-1210
AGRICULTURE,MADHYA PRADESH,Variety of Cotton,Prfere Krishidhan-12
AGRICULTURE,MADHYA PRADESH,Asking aboutc for sunflower selling market,blank
AGRICULTURE,MADHYA PRADESH,Asking aboutc for sunflower selling market,blank
AGRICULTURE,MADHYA PRADESH,Asking contact no of Anand agri University,Give him contact number
AGRICULTURE,MADHYA PRADESH,Ask for the weather report,not possibility of rain
AGRICULTURE,MADHYA PRADESH,Asking information about how much days reqd to paddy to come out from soil in nursery bed,It takes about 1week to come out from soil
AGRICULTURE,MADHYA PRADESH,Asking information about soil testing,Gave the contact noof Anand Agriculture University
AGRICULTURE,MADHYA PRADESH,Ask about variety of pegion pea,BDN-2GT-100101
AGRICULTURE,MADHYA PRADESH,Ask about herbicide in pegion pea,use pendimetheline 1kghac
AGRICULTURE,MADHYA PRADESH,Ask about variety of cotton,krushidhan-12
AGRICULTURE,MADHYA PRADESH,Asking contact no AAU,Give contact no
AGRICULTURE,MADHYA PRADESH,Asking rain information,Not possibility to 9th june
AGRICULTURE,MADHYA PRADESH,ask about fertilizer in cotton,use 50-50-50- npkha
AGRICULTURE,MADHYA PRADESH,Asking for new variety of okra,Prfer Parbhani kranti
AGRICULTURE,MADHYA PRADESH,For contact no of SSK at Anand,Give contact no of SSK
AGRICULTURE,MADHYA PRADESH,Sucking pest in chilli,Advice to use immidacloprid 7ml  acephate 10gmpump
AGRICULTURE,MADHYA PRADESH,Asking for fruit problem in Aonla,Please do pruning and give proper fertiliser dose of NPK
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking sowing time of cotton,Sowing in June-july
AGRICULTURE,MADHYA PRADESH,Variety of paddy,GR-345Gurjari
AGRICULTURE,MADHYA PRADESH,Sowing time of okra,Sowing in june-july
AGRICULTURE,MADHYA PRADESH,Asking curling of leaf in chilli,Use imidachloprid 7ml acephate 12gmpump
AGRICULTURE,MADHYA PRADESH,For control of powdery mildew in Spongegourd,Use Mencozeb 35gmpump
AGRICULTURE,MADHYA PRADESH,Asking about sowing time of papaya,Advice to sowing in April-May
AGRICULTURE,MADHYA PRADESH,Ask for the sowing distance of papaya,sowing in 1122 miter distance
AGRICULTURE,MADHYA PRADESH,Asking variety of bajara,Use ghb-577538316
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Ask about fertilizer in sugarcane,give 87kg Nhac
AGRICULTURE,MADHYA PRADESH,Asking about weed control in paddy nursery bed,Advice to use Pendimethalin
AGRICULTURE,MADHYA PRADESH,Asking for using herbicide in paddy nursery bed,Blank
AGRICULTURE,MADHYA PRADESH,ask about fetilizer in cotton,use 50-50-50npkkgha
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking about information about wind well,Give proper information
AGRICULTURE,MADHYA PRADESH,ask about variety in pigion pea,use gt-1100
AGRICULTURE,MADHYA PRADESH,Asking wilt in mango,Use mencozeb 40gmpump
AGRICULTURE,MADHYA PRADESH,Ask about loan for cattleshed,give propar information
AGRICULTURE,MADHYA PRADESH,For control of weed in Cotton,Use Pendimithalin 40mlpump
AGRICULTURE,MADHYA PRADESH,Asking contact noof District Agriculture Officer,Gave the proper information
AGRICULTURE,MADHYA PRADESH,Asking variety of cotton,Advice to use Bijdhan Bolgard Rashi
AGRICULTURE,MADHYA PRADESH,asking of low milk production,use mineral mixturemilko wet tablet
AGRICULTURE,MADHYA PRADESH,asking of fall of eruit in mango,use NAA 2mlpump
AGRICULTURE,MADHYA PRADESH,Asking control for sucking pest in Guar,Advice to use Imidacloprid 5-7ml  Acefate Powder 10gmpump
AGRICULTURE,MADHYA PRADESH,For control of weed in Cotton,Use Duron 750gmpump
AGRICULTURE,MADHYA PRADESH,asking of heliothis in okra,use quinalphos 20mlpump
AGRICULTURE,MADHYA PRADESH,thrips in okra,use Imidacloprid 8mlAcephate 10gmpump
AGRICULTURE,MADHYA PRADESH,Ask about weed control in cotton,use Oxadyzon 900gmhac
AGRICULTURE,MADHYA PRADESH,Ask about rain possibility,no possibility of rain
AGRICULTURE,MADHYA PRADESH,Asking information about weather for rain,Not possibility of rain up to 24 th june
AGRICULTURE,MADHYA PRADESH,Ask about yellowish in okra,give micronutrient 30gmpump
AGRICULTURE,MADHYA PRADESH,Ask about seed corporation contat no,given contact no of seed corporation
AGRICULTURE,MADHYA PRADESH,Ask about sawing time of soyabean,july-august
AGRICULTURE,MADHYA PRADESH,Ask about sawing time of soyabean,july-august
AGRICULTURE,MADHYA PRADESH,Ask about herbicide in cotton,use fluchloralin 900gmhac
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking about weed problem in paddy,Advice to hand weeding
AGRICULTURE,MADHYA PRADESH,Ask about seelings of coconut,give contact no of horticulture nursery
AGRICULTURE,MADHYA PRADESH,asking of rainfall,advice to no posibility of rain
AGRICULTURE,MADHYA PRADESH,asking of thrips in culsterbeen,use Imidacloprid 8mlAcephate 10gmpump
AGRICULTURE,MADHYA PRADESH,ask about crop loan,give propar information
AGRICULTURE,MADHYA PRADESH,Asking time of sowing of cucumber,Prefer Jun-July
AGRICULTURE,MADHYA PRADESH,Asking contact no of seed corporation of india,Give contact no
AGRICULTURE,MADHYA PRADESH,Ask about herbicide use in cotton,Use diuron 700gmha 20DAS
AGRICULTURE,MADHYA PRADESH,Asking for vareity Cotton,BollgourdRashiBijdhanSuperbanni
AGRICULTURE,MADHYA PRADESH,Asking for vareity Cotton,BollgourdRashiBijdhanSuperbanni
AGRICULTURE,MADHYA PRADESH,Asking for contact no of Bij Nigam,Blank
AGRICULTURE,MADHYA PRADESH,For contact no of Bijnigam,Give contact no of Bijnigam
AGRICULTURE,MADHYA PRADESH,For vareity of Soyabean,Guj soyabean-12
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,asking of sowing time of caster,advice to june to july
AGRICULTURE,MADHYA PRADESH,ask about weather,yes possibility of rain fall
AGRICULTURE,MADHYA PRADESH,ASking about rain information,No rainfall
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking for rainfall,There is scattering rainfall
AGRICULTURE,MADHYA PRADESH,Ask about weather,Chance of rain
AGRICULTURE,MADHYA PRADESH,Ask about weather,Chance of rain
AGRICULTURE,MADHYA PRADESH,Ask about weather,Blank
AGRICULTURE,MADHYA PRADESH,ask about weather,yes possibility ofa rain fall
AGRICULTURE,MADHYA PRADESH,Asking for cattle problem,TRANSFER TO DR ASWAR SIR
AGRICULTURE,MADHYA PRADESH,Asking for rainfall,Possibility of rainfall
AGRICULTURE,MADHYA PRADESH,ask about sucking pest in papaya,use imidaclorpride 8 ml  acephate 15 g pump
AGRICULTURE,MADHYA PRADESH,asking of sowing time of cotton,Advice to prefar june to july
AGRICULTURE,MADHYA PRADESH,asking for Urea cotting,Please contact to the private company or agro center
AGRICULTURE,MADHYA PRADESH,Asking for sowing time of Tur,Prfere sowing in July-aug
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,For fertilizer dose in Sugarcane,Give 250:125:125 kgha NPK
AGRICULTURE,MADHYA PRADESH,Ask about weather,Chance of rain
AGRICULTURE,MADHYA PRADESH,asking of market price of banana,Advice to give price
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking about sowing time of tur,Sowing in June-july
AGRICULTURE,MADHYA PRADESH,Ask about weather,Chance of rain on 8th9th10th11th July
AGRICULTURE,MADHYA PRADESH,Ask about weather,Blank
AGRICULTURE,MADHYA PRADESH,asking of rainfall,possibility of rain
AGRICULTURE,MADHYA PRADESH,asking of yellowish colour of okra,Blank
AGRICULTURE,MADHYA PRADESH,Asking Nematodes in Banana,Use Carbofuran 10-15gmTree
AGRICULTURE,MADHYA PRADESH,Ask about fertiliser in watermelon,Use 55kg Ureaha at flowering stage
AGRICULTURE,MADHYA PRADESH,Ask about weather,Chance of Rain on this week
AGRICULTURE,MADHYA PRADESH,Asking weed control in Paddy,Prefer Hand weeding
AGRICULTURE,MADHYA PRADESH,Ask about variety of cotton,krushidhan-12
AGRICULTURE,MADHYA PRADESH,Ask about can grow bt cotton,Yes it can grown
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Sucking pest in Okra,Advice to spray Imidacloroprid 5-7mlpump
AGRICULTURE,MADHYA PRADESH,For control of sucking pest in Okra,Use Imidacloprid 8ml Acephate 10gmpump
AGRICULTURE,MADHYA PRADESH,Asking weed control in Cotton,Prefer Oxadiazone 10 Kgha
AGRICULTURE,MADHYA PRADESH,Asking weed control in Cauliflower,Prefer Hand weeding
AGRICULTURE,MADHYA PRADESH,ask about weather,no possibility of rain fall today
AGRICULTURE,MADHYA PRADESH,Ask about website for weather information,given website for weather
AGRICULTURE,MADHYA PRADESH,asking of rainfall,possibility of rain
AGRICULTURE,MADHYA PRADESH,Asking for variety of Okra,Guj-12
AGRICULTURE,MADHYA PRADESH,ask about yellowish in paddy seedling,use 100 g feso4  20 g caco3 pumpn sapy on seedling
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking yellowing of paddy,Use 20gm CaCO3 FeSO4 40gmpump
AGRICULTURE,MADHYA PRADESH,Ask about agril litreture,given contact no of KRUSHI GOVIDHYA
AGRICULTURE,MADHYA PRADESH,Weed problem in cotton,Advice to use Diuron 0750kgha
AGRICULTURE,MADHYA PRADESH,Asking for rainfall,Possibility of rainfall
AGRICULTURE,MADHYA PRADESH,Fertiliser dose of Cotton,Advice to give urea or amonium sulphate
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking about wilt in cotton,Use Mencozeb 30gmpump
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Ask about herbicide in maize,not recommended
AGRICULTURE,MADHYA PRADESH,ask about weather,yes possibility of rain fall
AGRICULTURE,MADHYA PRADESH,Asking about Sucking pest in cotton,Advice to use Thiomethoksam 5gmpump
AGRICULTURE,MADHYA PRADESH,Asking for Fencing,Please contact to the Forest department
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking of mealybag in sugarcane,Use Methylparathion 25kgha
AGRICULTURE,MADHYA PRADESH,Asking of variety of brinjal,Use Gujarat sankar brinjal -12
AGRICULTURE,MADHYA PRADESH,Asking herbicide use for dharo weed,Use glyphoset
AGRICULTURE,MADHYA PRADESH,Asking which pesticide is used for termite control,Use chloropyriphos 20mlpump
AGRICULTURE,MADHYA PRADESH,Ask about market price of banana,600-800Rsquintal
AGRICULTURE,MADHYA PRADESH,Variety of castor,GCH-24567
AGRICULTURE,MADHYA PRADESH,Asking about herbicide in cotton,Not recommended in standing crop
AGRICULTURE,MADHYA PRADESH,Ask for the herbicide for the sesamum,hand weeding is done and interculture is done
AGRICULTURE,MADHYA PRADESH,Asking control for sucking pest in Okra,Advice to use Imidacloprid 5-7ml  Acefate Powder 10gmpump
AGRICULTURE,MADHYA PRADESH,Ask about heliothis in cotton,use quinalphose 20mlpump
AGRICULTURE,MADHYA PRADESH,For vareity of Castor,GCH-567
AGRICULTURE,MADHYA PRADESH,Asking control of cyprus rotundus,Use glyphosat 1000kgha
AGRICULTURE,MADHYA PRADESH,Asking about sucking pest in brinjal,Use Dimethoate 15mlpump
AGRICULTURE,MADHYA PRADESH,Variety of sesamum,Prefer gujSesamum-1210
AGRICULTURE,MADHYA PRADESH,Ask about sucking pest in cotton,use emida chlopride 8mlacephate 10gmpump
AGRICULTURE,MADHYA PRADESH,Asking variety in Castor,Prefer GCH - 24567
AGRICULTURE,MADHYA PRADESH,Asking sucking pest in cotton,Use imidachloprid 7ml acephate 15gmpump
AGRICULTURE,MADHYA PRADESH,Weed control in Pigeonpea,Advice to use Glyphosate at 45 Days
AGRICULTURE,MADHYA PRADESH,Ask about horticulture nursery,given contact no of horticulture nursery
AGRICULTURE,MADHYA PRADESH,Ask for the sab sidy in pump set,sab sidy up to 10000 rs and contect to gram sevak
AGRICULTURE,MADHYA PRADESH,Asking information about getting subsidy on rotavatar,It is about 50 and contact to Taluka Development Officer
AGRICULTURE,MADHYA PRADESH,ask about frtilizer in ground nut,use amonium sulphate 25 kg ha
AGRICULTURE,MADHYA PRADESH,Asking time of sowing of Moong,Prefer Jun-July
AGRICULTURE,MADHYA PRADESH,asking of rainfall,Possbility of rain
AGRICULTURE,MADHYA PRADESH,Ask about NFSM scheme,Give propar information
AGRICULTURE,MADHYA PRADESH,Ask for the fertilizer doseof indian bean,use of 20-40-00 kg npkhac of land
AGRICULTURE,MADHYA PRADESH,Ask for the weathre peport,possibility of rain
AGRICULTURE,MADHYA PRADESH,Asking sucking pest in Cotton,Prefer Imidacloprid 7 ml  Acifet 10 gmpump
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking information about getting subsidy on rotavatar,It is about 50 and contact to Taluka Development Officer
AGRICULTURE,MADHYA PRADESH,Asking weed control in Paddy,Prefer Hand weeding
AGRICULTURE,MADHYA PRADESH,Asking about weather,Possibility of little rain
AGRICULTURE,MADHYA PRADESH,Asking about low milk,Use mineral mixture daan minfa powder
AGRICULTURE,MADHYA PRADESH,Asking for tv information,I have given information
AGRICULTURE,MADHYA PRADESH,Sucking pest in cotton,use Acetamprid 5mlpump
AGRICULTURE,MADHYA PRADESH,Asking about sowing time of Jowar,Grow in June-July
AGRICULTURE,MADHYA PRADESH,Asking variety of castor,Advice to grow GCH-24567
AGRICULTURE,MADHYA PRADESH,Asking about white fly in cotton,Use Trizophos 20mlpump
AGRICULTURE,MADHYA PRADESH,Weed in Cotton,Prfere Hand weeding at the time of post emergence
AGRICULTURE,MADHYA PRADESH,Variety of PEA,Prfere GujPea-2100101
AGRICULTURE,MADHYA PRADESH,Harvestin period of pea,It is near by 150-160days
AGRICULTURE,MADHYA PRADESH,Asking control for weed in cotton at 30days,Advice for hand weeding
AGRICULTURE,MADHYA PRADESH,For control of fungus in Chilli,Use Mencozeb 35gmpump
AGRICULTURE,MADHYA PRADESH,Asking for paddy fertiliser dose,Advice to give 100-25-00kg npk per hac at the time of sowing
AGRICULTURE,MADHYA PRADESH,Asking variety in papaya,Prefer Madhubindupusa deliciousvoshing tun
AGRICULTURE,MADHYA PRADESH,Asking about weather forecast,Possibility of slow rainfall
AGRICULTURE,MADHYA PRADESH,Asking from where to get the seeds of soyabean,Gave the contact noof Bhij Nigam
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Asking for rainfall,Possibility of scatter rainfall
AGRICULTURE,MADHYA PRADESH,Asking fungus problem in Banana,Advice to use Mencozeb 30gmpump
AGRICULTURE,MADHYA PRADESH,Wilt in Banana,Advice to give mancozeb 25-30gmpump
AGRICULTURE,MADHYA PRADESH,Asking about rainfall,Normal rain possibility
AGRICULTURE,MADHYA PRADESH,Asking information about what intercrop can be taken in cotton,Advice to grow MoongUrdsoyabeangroundnut
AGRICULTURE,MADHYA PRADESH,Asking for rainfall,There is scattering rainfall
AGRICULTURE,MADHYA PRADESH,Ask for ht ewilt in cotton,use of carbandezim 25gmpump
AGRICULTURE,MADHYA PRADESH,Asking about rain information,Chance of rainfall
AGRICULTURE,MADHYA PRADESH,Ask about rainfall,possibility of scattered rain
AGRICULTURE,MADHYA PRADESH,Asking weather information for rain,Slow rain possibility
AGRICULTURE,MADHYA PRADESH,ask for ht esowing time of green gram,sowing in june-july
AGRICULTURE,MADHYA PRADESH,Asking wilt in brinjal,Use hexachlonazol 20mlpump
AGRICULTURE,MADHYA PRADESH,Asking rain information,Chance of rain
AGRICULTURE,MADHYA PRADESH,Asking control for nematode in banana,Advice to use Carbofuran 3G 25kghac
AGRICULTURE,MADHYA PRADESH,Asking about weather forecast,Possibility of slow rainfall
AGRICULTURE,MADHYA PRADESH,Fertilizer dose in Brinjal,Use 100-50-50 NPK kgha
AGRICULTURE,MADHYA PRADESH,Asking Composition of Ammonium sulphate,Give proper information
AGRICULTURE,MADHYA PRADESH,Subsidy on submersible mottor,Advice to contect to Agri officer
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Asking about Thrips in Cotton,Advice to use Trizophos 30mlpump
AGRICULTURE,MADHYA PRADESH,asking for rainfall,There is possibility of rainfall
AGRICULTURE,MADHYA PRADESH,asking baout rainfall,PREFER pOSSIBILITY OF NORMAL RAIN
AGRICULTURE,MADHYA PRADESH,Asking variety in Castor,Prefer GCH-24567
AGRICULTURE,MADHYA PRADESH,Asking redis leaves in cotton,Use MgSO4 25-30gmpump
AGRICULTURE,MADHYA PRADESH,Ask about heliothis in cotton,Use Indoxycarb 15mlpump
AGRICULTURE,MADHYA PRADESH,asking about flowering in cotton,prefer NAA 2-3 mlpump
AGRICULTURE,MADHYA PRADESH,Wilt in Cotton,Advice to spray Mancozeb 25-30gmpump
AGRICULTURE,MADHYA PRADESH,Ask for sowing time for sesamum,Advised to sow Purva -1 variety
